PubmedID,Title,Publication Date,Authors,Company
39515828,Anterograde placement of drug-coated balloon for ureteroileal anastomosis stricture.,2024 Nov 7,"Rico L, Maqueda M, Blas L, Contreras P",BMJ Case Rep
39514246,Risk factors of complications after thermal ablation for hepatocellular carcinoma: the role of assessment of liver background.,2025 Jan 1,"Xie Y, Liu J, Shi Y, Xie X, Yu J, Xu M, Xie X, Huang G, Zhuang B, Bi M, Qu D, Fan F, Ying M, Sun Q, Lin M, Liang P",Eur J Gastroenterol Hepatol
39512350,Case report: A rare EBV-associated T/NK cell monomorphic posttransplant lymphoproliferative disorder.,2024,"Jiang X, Zhang YY, Li XW, Li XD, Li ZY, Meng WJ, Li SD",Front Immunol
39507887,Medication-induced changes on magnetic resonance imaging of the brain.,2024,"Bekiesinska-Figatowska M, Bobek-Billewicz B",Pol J Radiol
39505549,[Disseminated toxoplasmosis confirmed by tachyzoites and cysts in bone marrow smear after cord blood transplantation].,2024,"Sasaki Y, Kawaguchi Y, Hayashi H, Kawamata N, Nagao K, Kuroiwa K, Narita H, Okamura R, Shimada S, Watanuki M, Arai N, Yanagisawa K, Hattori N",Rinsho Ketsueki
39501979,Pulmonary melioidosis mimicking lung cancer: a diagnostic challenge.,2025 Feb 4,"Yang X, Ying Z, Zhan Y, Chen J",Trans R Soc Trop Med Hyg
39500230,Histoplasmosis in cancer patients: a global scoping review (2001-2024).,2024 Dec,"Onukak AE, Nwagboso CI, Akpu BB, Etim AJ, Benjamin OE, Ereh SE, Egbara WO, Ogar AN, Essien EU, Ekeng BE",J Mycol Med
39496026,The dermatological manifestations and differential diagnosis of monkeypox: A narrative review.,2024 Nov 1,"Al-Dabbagh J, Mohammad Deeb E, Younis R, Eissa R",Medicine (Baltimore)
39494749,A Scoping Review of Arthropod-Borne Flavivirus Infections in Solid Organ Transplant Recipients.,2024 Dec,"Im S, Altuame F, Gonzalez-Bocco IH, Martins de Oliveira Filho C, Shipper AG, Malinis M, Foppiano Palacios C",Transpl Infect Dis
39493167,Frailty as a Predictor of COVID-19 Mortality in the South Indian Population: An Observational Study.,2024 Oct,"Srivatsa N, Chandrasekaran ND, Tazeem MS, Vijayakumar P",Cureus
39491018,Adenocarcinoma of unknown primary presenting with congestive heart failure in a middle-aged Ethiopian woman: a case report.,2024 Nov 4,"Sitotaw A, Rorisa M, Teshome H, Getachew Y, Solela G, Zeleke A, Ayalew Z, Fanuel B, Tefera E, Mesfin K, Rorisa HB, Arega B",J Med Case Rep
39489816,Gastro-tracheal fistula following esophageal cancer surgery through the retrosternal route: a case report.,2024 Nov 4,"Nishimura S, Noma K, Kawasaki K, Hashimoto M, Kato T, Maeda N, Tanabe S, Shirakawa Y, Fujiwara T",Surg Case Rep
39485718,Clinical Risk Factors for High-Dose Methotrexate-Induced Oral Mucositis Following Individualized Dosing.,2024 Nov,"Hu Z, Escalera-Joy AM, Ashcraft E, Acharya R, Jeha S, Cheng C, Pui CH",Cancer Med
39483965,Plasma exchange as an effective treatment for cytokine release syndrome following T cell receptor‑engineered T cell immunotherapy: A case report.,2024 Dec,"Zheng X, Zhang S, Wu H, Xia J, Zheng K, Wang Y, Qin Y",Oncol Lett
39483305,Burden of Symptoms and Symptom Experience of Filipino Patients with Myeloproliferative Neoplasm: A Qualitative Phenomenological Approach.,2024,"Mesina FZ, Dumagay TE, Alejandria MM, Castillo-Carandang NT",Acta Med Philipp
39480209,Global Health Security in Vision Care: Health Systems Strengthening During Ebola Virus Disease Outbreak Responses.,2024 Oct 1,"Kahatane AK, Shantha JG, Legand A, Si-Mehand M, Formenty P, Kitenge RO, Mustapha J, Harrison-Williams L, Crozier I, Yeh S, Mwanza JC",Int Ophthalmol Clin
39480208,"Screening for Eye Disease in Ebola Virus Disease Survivors: Program Implementation During an Active Outbreak in the North Kivu and Ituri Provinces, Democratic Republic of the Congo.",2024 Oct 1,"Mwanza JC, Shantha JG, Legand A, Hartley C, Si-Mehand M, Kahatane AK, Mumbere TM, Ngona LB, Kanza EM, Kavuo AT, Kabesha TA, Kelekele JK, Kahumba FM, Muhindo DM, Djoza BS, Kitenge RO, Formenty P, Crozier I, Yeh S",Int Ophthalmol Clin
39480206,Establishing Vitreoretinal Surgery Capacity in Sierra Leone: Challenges and Opportunities to Address Retinal Health Disparities in Resource-limited Settings.,2024 Oct 1,"Harrison-Williams L, Vandy MJ, Mattia JG, Hartley CD, Fashina T, Huang Y, Choo C, Yeh C, Huang C, Nguyen N, Conteh I, Campbell K, Konneh A, Hayek BR, Shantha JG, Crozier I, Mwanza JC, Conrady CD, Justin GA, Yeh S, Mustapha J, SMILE and EVICT-VR Study Investigators",Int Ophthalmol Clin
39480133,Correcting for Observation Bias in Cancer Progression Modeling.,2024 Oct,"Schill R, Klever M, Lösch A, Hu YL, Vocht S, Rupp K, Grasedyck L, Spang R, Beerenwinkel N",J Comput Biol
39479107,Sweet's Syndrome Unveiling a Primary Cervical Malignancy: A Case Report.,2024 Sep,"Phukan C, Saha S, Sarma BJ, Das MP, Barman M",Cureus
39477455,Isolated retinal astrocytic hamartoma masquerading as viral retinitis.,2024 Oct 30,"Das D, Jain T, Saxena RK, Agarwal M",BMJ Case Rep
39477427,Management of Recurrent Vancomycin-resistant Enterococcus faecium Bacteremia With Oritavancin: A Case Report.,2024 Nov-Dec,"Jalali S, Bhatt H, Thakkar K, Julka R, Pasikhova Y, Verma N",In Vivo
39477084,Safety and Effectiveness of Drug-Eluting Embolic Bronchial Arterial Chemoembolization for Lung Cancer: A Systematic Review and Meta-Analysis.,2025 Feb,"Tang C, He Q, Xiong Y, Chen Z",J Vasc Interv Radiol
39474544,A Case of Granulocyte-Colony-Stimulating Factor-Producing Non-Small Cell Lung Cancer under Steroid Treatment and with Poor Performance Status That Responded to Pembrolizumab.,2024 Jan-Dec,"Egusa H, Masuda T, Yamaguchi K, Sakamoto S, Horimasu Y, Kushitani K, Nakashima T, Iwamoto H, Hamada H, Hattori N",Case Rep Oncol
39474250,"Aetiology, susceptibility and outcomes of fever in patients receiving chemotherapy in Malawi: a prospective study.",2024 Oct,"Puranam K, Harrington M, Kasonkanji E, Tegha G, Chikasema MJ, Chawinga ML, Chagomerana MB, Krysiak R, Gopal S, van Duin D, Miller MB, Painschab MS",JAC Antimicrob Resist
39474162,Vaginal Cuff Infection Caused by Ureaplasma parvum After Hysterectomy for Uterine Cervical Cancer: A Case Report.,2024,"Chikamatsu H, Taki M, Kitamura S, Sunada M, Yamanoi K, Murakami R, Yamaguchi K, Horie A, Tsuchido Y, Hamanishi J, Mandai M",Case Rep Infect Dis
39471837,Molecular correlates of swarming behaviour in Aedes aegypti males.,2024 Oct,"Devilliers J, Marshall H, Warren B, Kyriacou CP, Araripe LO, Bruno RV, Rosato E, Feuda R",Biol Lett
39470528,Ovarian carcinosarcoma with lung metastasis characterized by persistent fever: A case report and literature review.,2024 Oct 25,"Wang W, Ji X, Yang H, Wang X",Medicine (Baltimore)
39469650,Case report: (18)F-FDG PET/CT in pulmonary enteric adenocarcinoma.,2024,"Luo ZH, Luo XY, Luo XQ, Jin AF, Zeng QY",Front Oncol
39469598,Development and management of iatrogenic biloma post microwave ablation of solitary metastatic breast cancer lesion in the liver.,2025 Jan,"Tran A, Nezami N, Khorshidi F, Shahbazian H, Kokabi N",Radiol Case Rep
39469501,Antineutrophil cytoplasmic antibodies (ANCA)-associated vasculitis in chronic Hepatitis B: Unraveling the immune puzzle - a rare case report with review of literature.,2024,"Bhagoowani S, Devi U, Munir A, Hasnain U, Iqbal J",IDCases
39469195,"The neutropenic diet and its impacts on clinical, nutritional, and lifestyle outcomes for people with cancer: a scoping review.",2024,"Gulliver T, Hewett M, Konstantopoulos P, Tran L, Mantzioris E",J Nutr Sci
39468734,Lymphadenopathy in systemic lupus erythematosus: no microbial trigger found by shotgun metagenomics in a retrospective study on 38 patients.,2024 Oct 28,"Papo M, Cappy P, Degachi A, Woerther PL, Saal C, Charlotte F, Brocheriou I, Lhote R, Trefond L, Hié M, Haroche J, Pha M, Cohen-Aubart F, Mathian A, Rodriguez C, Amoura Z",Rheumatology (Oxford)
39467679,[Clinical features and prognosis of children with fungal bloodstream infection following chemotherapy for acute leukemia].,2024 Oct 15,"Weng KZ, Wu CP, Zhuang SQ, Huang SX, Wang XF, Zheng YZ",Zhongguo Dang Dai Er Ke Za Zhi
39467014,Prophylactic Antimicrobials for Prevention of Febrile Neutropenia in Tumour-Bearing Dogs Treated With Lomustine.,2025 Mar,"Gumash M, Martin OA, Lindley SES, Zhu X",Vet Comp Oncol
39466815,Pediatric cancer mortality: Analyzing early deaths and fatalities in a resource-limited tertiary care context.,2024,"Farrag A, Osman AM, Ghazaly MH",PLoS One
39465774,The efficacy and safety of oral and vaginal misoprostol versus dinoprostone on women experiencing labor: A systematic review and updated meta-analysis of 53 randomized controlled trials.,2024 Oct 4,"Ramadan M, Bashour G, Eldokmery E, Alkhawajah A, Alsalhi K, Badr Y, Emad A, Labieb F",Medicine (Baltimore)
39465652,Delayed diagnosis of angioimmunoblast T-cell lymphoma presenting with immunoglobulin a vasculitis.,2024 Dec,"Xu L, Dong H, Xue D, Zhang Y, Li X",Ren Fail
39463185,Incidence of infection in patients with acute myeloid leukemia receiving high-dose cytarabine consolidation.,2024 Dec,"McClellan K, Messina J, Saullo J, Huggins J",Ann Hematol
39462630,[A Case of Drug-Induced Lung Injury That Developed the Day after Abemaciclib Treatment for Advanced Breast Cancer].,2024 Sep,"Kai M, Taki Y, Ikeda A, Igarashi T, Hasegawa S",Gan To Kagaku Ryoho
39462366,A case of squamous cell carcinoma of the lung misdiagnosed as tuberculosis. Is HPV infected by oral sex the causative agent?,2024 Oct 26,"Liu R, Wu Z, Li S, Lv Z, Wang Y, Gao M, Pang Y",BMC Womens Health
39459911,Herpesvirus Antibody Response and Occurrence of Symptoms in Acute and Post-Acute COVID-19 Disease.,2024 Oct 7,"Butt J, Simon J, Waterboer T, Merle U",Viruses
39458001,Anakinra-Dependent Recurrent Pericarditis: The Role of the R202Q Variant of the MEFV Gene.,2024 Oct 11,"Andreis A, Dossi FC, De Ferrari GM, Alunni G, Imazio M",J Clin Med
39456544,Procalcitonin Level Monitoring in Antibiotic De-Escalation and Stewardship Program for Patients with Cancer and Febrile Neutropenia.,2024 Oct 11,"Dagher H, Chaftari AM, Hachem R, Jiang Y, Philip A, Mulanovich P, Haddad A, Lamie P, Wilson Dib R, John TM, Dailey Garnes NJM, Ali S, Chaftari P, Raad II",Cancers (Basel)
39450302,Case Report: Placental site trophoblastic tumor revealed by a clinical pelvic abscess.,2022,"Nesrine S, Bettaieb H, Mbarki W, Ehsen BB, Imen H, Mehdi BN, Hedhili O, Najeh H, Mbarki C",F1000Res
39449137,Tracheopericardial fistula in lung cancer masquerading as acute myocardial infarction: a case report.,2024 Oct 24,"Gao S, An R, Wang C",BMC Pulm Med
39441646,Plasma Profiling of Acute Myeloid Leukemia With Fever- and Infection-Related Complications During Chemotherapy-Induced Neutropenia.,2024 Oct,"Kreft IC, van de Geer A, Smit ER, van der Zwaan C, van Alphen FPJ, Meijer AB, Nur E, Hoogendijk AJ, Kuijpers TW, van den Biggelaar M",Cancer Rep (Hoboken)
39440359,Real world comparison of filgrastim to filgrastim-sndz in patients with chemotherapy-induced neutropenia.,2024 Oct 23,"Saad M, Shadick K, Prasad S, Amin K, Chaar R, Abdelghany O",J Oncol Pharm Pract
39440075,"Hepatic hyperechoic lesion in a young, healthy man.",2024,"Tepfenhart T, Fort C, Jha J, Smith E",Proc (Bayl Univ Med Cent)
39439813,Surgical intervention of a giant bronchogenic cyst in the right middle lobe with recurrent infections: a case report.,2024 Oct,"Qiao Q, Wen H, Chen X, Tu C, Zhang X, Wei X",J Surg Case Rep
39435709,"[Night sweats, a common symptom].",2024 Oct 16,"van Meeuwen Y, Dofferhoff ASM, Verheggen RJHM",Ned Tijdschr Geneeskd
39435196,A Case of Oropharyngeal Carcinoma Accompanying a Presacral Malignant Epidermoid Cyst.,2024 Sep,"Kitano D, Komatsu Y, Omori M",Cureus
39430740,A comparison of haploidentical versus HLA-identical sibling outpatient hematopoietic cell transplantation using reduced intensity conditioning in patients with acute leukemia.,2024,"Jaime-Pérez JC, Valdespino-Valdes J, Gómez-De León A, Barragán-Longoria RV, Dominguez-Villanueva A, Cantú-Rodríguez OG, Gutiérrez-Aguirre CH, Gómez-Almaguer D",Front Immunol
39430493,A rare case of giant mediastinal tumor originating from lung tissue characterized by high fever and arrhythmia.,2024 Oct 15,"Yao X, Li R, Li Y, Liu M, Li Y",Heliyon
39419458,Chikungunya virus infection inhibits B16 melanoma-induced immunosuppression of T cells and macrophages mediated by interleukin 10.,2024 Dec,"Khamaru S, Mukherjee T, Tung KS, Kumar PS, Bandyopadhyay S, Mahish C, Chattopadhyay S, Chattopadhyay S",Microb Pathog
39417832,Novel use of Siltuximab in a patient with VEXAS Syndrome.,2024 Oct 17,"Cáceres-Nazario B, Rivenbark J, Saha MK, Mathews S, Rubinstein SM",Ann Hematol
39416081,"Selection, Design and Immunogenicity Studies of ASFV Antigens for Subunit mRNA Cocktail Vaccines with Specific Immune Response Profiles.",2024 Oct 12,"Yuan F, Cui J, Wang T, Qin J, Jeon JH, Ding H, Whittaker CA, Xu R, Cao H, Chen J",bioRxiv
39416071,Granulocyte colony-stimulating factor protects against arthritogenic alphavirus pathogenesis in a type I IFN-dependent manner.,2024 Oct 13,"Hameed M, Hossain MS, Daamen AR, Lipsky PE, Weger-Lucarelli J",bioRxiv
39414641,Prediction of 90-day mortality risk after unplanned emergency department visits of advanced stage cancer patients.,2024 Oct 16,"Jeryczynski G, Krall C, Pasalic S, Huber D, Cacioppo F, Bartsch R, Fuereder T, Laggner A, Preusser M, Minichsdorfer C",Support Care Cancer
39414608,[Clinical features of 20 cases with Pneumocystis jirovecii pneumonia after allogeneic hematopoietic stem cell transplantation].,2024 Sep 14,"Ma R, Chang ST, Mo XD, Lyu M, Wang Y, Zhang XH, Xu LP, Huang XJ, Sun YQ",Zhonghua Xue Ye Xue Za Zhi
39412927,Idiopathic multicentric Castleman disease.,2024 Jul 1,"Chaudhari V, Thakkar SJ, Padwal N, Karnik N",J Cancer Res Ther
39409959,Advancement and Challenges in Monitoring of CAR-T Cell Therapy: A Comprehensive Review of Parameters and Markers in Hematological Malignancies.,2024 Sep 29,"Ploch W, Sadowski K, Olejarz W, Basak GW",Cancers (Basel)
39409742,Unexpected Cytological Detection of Leishmania infantum within the Secretion of a Canine Mammary Carcinoma.,2024 Sep 27,"Törner K, Aupperle-Lellbach H, Müller E, Naucke TJ, Schäfer I",Animals (Basel)
39407287,Expect the unexpected: fulminant myocardial cytotoxic Injury from Trabectedin.,2024 Oct 15,"Tsay AJ, Satish M, Corley E, Ezema A, DeJesus N, Wisely S, McAleer E, Zhang C, Yuan S, Homan E, Liu JE, Weinsaft JW, D'Angelo S, Feldman SA, Chan AT",Cardiooncology
39407036,Clinical data and MRI features-based nomogram for differentiation of central nervous system infection and central nervous system involvement in hematological malignancy.,2024 Dec,"Yi H, Ren Y, Zhang S, Xu C, Yang W, Chen X, Wang X, Zhong Y, Mi Y, Feng S",Ann Hematol
39406044,A case of pulmonary tularemia mimicking lung cancer.,2024 Dec,"Kıymaz YÇ, Özbey M",Diagn Microbiol Infect Dis
39399793,Disseminated histoplasmosis diagnosed on a blood smear in a Nigerian patient with non-Hodgkin's lymphoma.,2024 Oct,"Benjamin OO, Riman OE, Offiong A, Egbara WO, Onukak A, Ogar AN, Ekeng BE",Oxf Med Case Reports
39397538,The Heterogeneous Syndrome of Noninfectious Causes of Persistent Fever in Neutropenic Patients With Hematologic Malignancy: Another Opportunity for Stewardship?,2024 Dec 17,"Aslan AT, Akova M, Kontoyiannis DP",Clin Infect Dis
39396079,Perioperative gum-chewing training prevents a decrease in tongue pressure after esophagectomy in thoracic esophageal cancer patients: a nonrandomized trial.,2024 Oct 12,"Yamanaka-Kohno R, Shirakawa Y, Yokoi A, Maeda N, Tanabe S, Noma K, Shimizu K, Mituhashi T, Nakamura Y, Nanba S, Uchida Y, Maruyama T, Morita M, Ekuni D",Sci Rep
39395347,Computational exploration of novel ketoprofen derivatives: Molecular dynamics simulations and MM-PBSA calculations for COX-2 inhibition as promising anti-inflammatory drugs.,2024 Dec,"Bettadj FZY, Benchouk W, Guendouzi A",Comput Biol Med
39395035,Sepsis surveillance in patients with head-and-neck cancer undergoing chemo-radiation.,2024 Oct 12,"Babu A, Noel Alexander F H, Muzumder S, Srikantia N, Udayashankar AH",Support Care Cancer
39394080,Pediatric pleuropulmonary blastoma: analysis of four cases.,2024 Oct 11,"Hemead H, Aly RG, Kotb M, Abdelaziz A",BMC Cancer
39390981,Endobronchial lipoma with obstructive pneumonia: A case report.,2024 Dec,"Wang Y, Du P",Oncol Lett
39390871,Multilevel Vertebral Body Osteonecrosis in an Adult Patient: A Rare Case with Review of Literature.,2024 Oct,"Saran S, Rauniyar A, Madhuri BV, Kundu P",J Assoc Physicians India
39390402,A rare case of peritoneal tuberculosis mimicking peritoneal carcinomatosis: the ongoing challenge.,2024 Oct 10,"Flores RM, Dopp M, Bhatt VV, Theodory B, Robb PM",BMC Infect Dis
39389691,A 78-Year-Old Man With Shortness of Breath After Radioembolization of the Liver.,2024 Oct,"Jamjoom M, Alwakeel A, Sagar AS",Chest
39389435,EUS-guided coiling plus glue injection compared with endoscopic glue injection alone in endoscopic treatment for gastric varices: a systematic review and meta-analysis.,2025 Feb,"Florencio de Mesquita C, Antunes VLJ, Milioli NJ, Fernandes MV, Correa TL, Martins OC, Chavan R, Baraldo S",Gastrointest Endosc
39388272,Identification of a cell-active chikungunya virus nsP2 protease inhibitor using a covalent fragment-based screening approach.,2024 Oct 15,"Merten EM, Sears JD, Leisner TM, Hardy PB, Ghoshal A, Hossain MA, Asressu KH, Brown PJ, Tse EG, Stashko MA, Li K, Norris-Drouin JL, Herring LE, Mordant AL, Webb TS, Mills CA, Barker NK, Streblow ZJ, Perveen S, Arrowsmith CH, Couñago RM, Arnold JJ, Cameron CE, Streblow DN, Moorman NJ, Heise MT, Willson TM, Popov KI, Pearce KH",Proc Natl Acad Sci U S A
39386196,Case report: Toripalimab plus anlotinib in postoperative recurrent renal pelvic sarcomatoid urothelial carcinoma.,2024,"Hu X, Deng L, Pan Y, Zhang G, Ruan X, Jiang X, Shen H, Zhao L, Dong J",Front Oncol
39385872,A Rare Case of Comorbidity Between Intravascular Large B-Cell Lymphoma and Small-Cell Lung Cancer.,2024 Sep,"Fukui S, Kura Y",Cureus
39385659,"Precision Photothermal Therapy at Mild Temperature: NIR-II Imaging-Guided, H(2)O(2)-Responsive Stealth Nanobomb.",2024 Oct 10,"Ma G, Ding Q, Wang Y, Zhang Z, Zhang Y, Shi H, Cai L, Gong P, Zhang P, Cheng Z, Kim JS",Adv Healthc Mater
39384243,"Semaglutide treatment for PRevention Of Toxicity in high-dosE Chemotherapy with autologous haematopoietic stem-cell Transplantation (PROTECT): study protocol for a randomised, double-blind, placebo-controlled, investigator-initiated study.",2024 Oct 9,"Sørum ME, Gang AO, Tholstrup DM, Gudbrandsdottir S, Kissow H, Kornblit B, Müller K, Knop FK",BMJ Open
39383552,Phenotypic variation in the lipopolysaccharide O-antigen of Salmonella Paratyphi A and implications for vaccine development.,2024 Dec 2,"Mylona E, Pereira-Dias J, Keane JA, Karkey A, Dongol S, Khokhar F, Tran TA, Cormie C, Higginson E, Baker S",Vaccine
39381601,"Rapid identification of primary atopic disorders (PAD) by a clinical landmark-guided, upfront use of genomic sequencing.",2024,"Niehues T, von Hardenberg S, Velleuer E",Allergol Select
39379871,Diagnosis of leukemic lung infiltration mimicking fungal infection by transbronchial lung cryobiopsy: the first case report.,2024 Oct 8,"Kim DK, Chung C, Park D",BMC Pulm Med
39378406,Exploring atypical manifestations and multisystem involvement of Epstein-Barr virus infection in hospitalized pediatric patients from Mexico: insights from a tertiary hospital (2012-2022).,2024,"Salinas-Nuñez LE, Pacheco-Rosas DO, Pérez-Olais JH, Mendoza-Coronel E, Robles-Ramírez RJ, Bonifaz LC, Fuentes-Pananá EM",Bol Med Hosp Infant Mex
39375119,[Report of six cases with mast cell leukemia and a literature review].,2024 Oct 1,"Zhu F, Yu Y, Chen CY, Duan WB, Jiang Q, Yan R, Sun Y, Han YQ, Zhang J, Wang H, Zhang QR, Chen SN, Yan WH, Cai MJ, Zhang ZB, Yin J, Wang Q",Zhonghua Nei Ke Za Zhi
39374605,"Safety and immunogenicity of a delayed booster dose of the rVSVΔG-ZEBOV-GP vaccine for prevention of Ebola virus disease: a multicentre, open-label, phase 2 randomised controlled trial.",2024 Nov,"Davey RT Jr, Collins GL, Rouphael N, Poliquin G, McConnell R, Grubbs G, Moir SL, Langley JM, Teitelbaum M, Hewlett AL, McLellan SLF, Bhadelia N, Raabe VN, Mulligan MJ, Maljkovic Berry I, Dighero-Kemp B, Kurtz JR, Hensley LE, Dozier NCE, Marron LCB, DuChene A, Kuhn JH, Brown SK, Khurana S, Lane HC, Neaton JD",Lancet Microbe
39373951,Gas gangrene with Clostridium septicum in a neutropenic patient.,2024 Oct 7,"Perl T, Jacquemai M, Pedrazzi N, Grobholz R, Glaab R, Conen A, Plock JA",Infection
39373599,A lesson from fatal invasive fungal infections after CAR-T cell therapy: a case report and literature review.,2024,"Hou Z, Meng D, Ruan M, Liang X, Ni J, Jifei D, Wu Z, Xia R, Ge J, Long Z",Immunotherapy
39372409,Dynamic findings of brain magnetic resonance imaging in a haploidentical hematopoietic stem cell transplantation recipient with cytomegalovirus ventriculoencephalitis: a case report and systematic review.,2024,"Li N, Zhao J, Liu Y, Zhang Y",Front Immunol
39372404,Epigenetic regulation in epithelial cells and innate lymphocyte responses to S. Typhi infection: insights into IFN-γ production and intestinal immunity.,2024,"Salerno-Goncalves R, Chen H, Bafford AC, Sztein MB",Front Immunol
39371901,Necrotizing Fasciitis Mimicking Interstitial Cystitis: An Atypical Clinical Presentation.,2024 Sep,"Piwowarski SB, McGehee MW, White DW",Cureus
39368804,Identification of factors predicting low-risk febrile neutropenia admissions in adults with acute myeloid leukemia.,2024 Dec 24,"Pal KV, Othus M, Ali Z, Russell K, Shaw C, Percival MM, Hendrie PC, Appelbaum JS, Walter RB, Halpern AB",Blood Adv
39366077,Hemophagocytic lymphohistiocytosis associated with immune checkpoint inhibitor use: A review of the current knowledge and future directions.,2025 Feb,"Walmsley CS, Schoepflin Z, De Brabandt C, Rangachari D, Berwick S, Patell R",Blood Cells Mol Dis
39361211,A case of immune checkpoint inhibitor-associated hemophagocytosis after initiation of atezolizumab plus bevacizumab therapy for advanced hepatocellular carcinoma.,2024 Dec,"Hidaka H, Kamata H, Uojima H, Iwasaki S, Iida J, Nakazawa T, Kusano C",Clin J Gastroenterol
39359770,Multiple primary malignancies: sequential development of Ewing sarcoma and carcinoid tumor in a single patient.,2024 Oct,"Ali H, Adhikari D, Noor A, Abbas H, Saqib H, Siddiqa A, Khan A, Naeem N",Ann Med Surg (Lond)
39359200,Acute tubulointerstitial nephritis induced by intravesical bacillus Calmette-Guerin: a rare case of acute kidney injury.,2024 Sep,"Tyburski P, Sikora J, Miedziaszczyk M, Niemir Z, Idasiak-Piechocka I",Eur Rev Med Pharmacol Sci
39356780,Tuberculosis presenting as Anterior Mediastinal Mass: A Case Report.,2024 Feb 29,"Pradhan S, Khadka I",JNMA J Nepal Med Assoc
39355128,Successful treatment of anastomotic leakage with an intestinal obstruction catheter and stent by colonoscopy: a case report and brief literature review.,2024,"Huang W, Tan Z, Sun H",Front Oncol
39351056,"Calculus bovis in hepatocellular carcinoma: Tumor molecular basis, Wnt/β-catenin pathway role, and protective mechanism.",2024 Sep 21,Koriem KMM,World J Gastroenterol
39347351,Maud L. Menten: Pioneering Physician and Biochemist.,2024 Aug,"Sadaria A, Kanyadan P, Kanyadan C",Cureus
39345928,Primary pulmonary extranodal natural killer/T-cell lymphoma of nasal type presenting as pneumonia in the right lower lobe: A case report.,2024,"Li X, Zhu Y, Yu T, Cao L, Sun A, Hu Z",Respir Med Case Rep
39343612,Salivary gland swelling as a characteristic manifestation of local cytokine release syndrome after anti-CD19 chimeric antigen receptor T cell therapy: A case series.,2024,"Kawase S, Sakurai M, Masuda K, Kubota Y, Shindo T, Inokuchi A, Hayashi H, Nakayasu M, Shiozawa Y, Hirai T, Inoue T, Fujii T, Kim H, Koda Y, Kato J, Kataoka K",J Clin Exp Hematop
39342423,"A 72-Year-Old Diabetic Man with Carcinoma of the Ileocecal Region, Sepsis Due to Klebsiella pneumoniae, and Hepatic Portal Venous Gas.",2024 Sep 29,"Mizusawa Y, Sawada H, Idani H, Nakano K, Yoshimitsu M, Shimizu A, Une Y, Mashima H, Yoshimoto M, Katsura Y, Ishida M, Satoh D, Yoshida R, Choda Y, Shirakawa Y, Matsukawa H, Shiozaki S",Am J Case Rep
39341593,Otorhinolaryngological manifestations of autoinflammatory diseases. Systematic review.,2024 Sep 26,"Mallo-Miranda MV, Morales-Angulo C",Acta Otorrinolaringol Esp (Engl Ed)
39338596,Renal Actinomycosis in Humans-A Narrative Review.,2024 Sep 21,"Giannakodimos I, Ziogou A, Giannakodimos A, Mitakidi E, Kaltsas A, Kratiras Z, Chrisofos M",Microorganisms
39335204,Tolerability and Outcomes for Treatment of Older Myxoid Liposarcoma Population.,2024 Sep 23,"Coombs RA, Jebastin Thangaiah J, Siontis BL, Robinson SI, Okuno SH, Houdek MT, Xu-Welliver M, Ho TP",Cancers (Basel)
39334488,Methotrexate-induced leukoencephalopathy presenting as acute-onset limb weakness in a child: a case report.,2024 Sep 28,"Pathiraja H, de Abrew G, de Silva L, Fernando S, Randeny S, Mettananda S",J Med Case Rep
39331570,Aspiration Pneumonia Leading to Clostridium ramosum Bacteremia in a Neutropenic Patient: Case Report and Management Strategy.,2024 Sep 27,"Schultz CS, Gavrancic T",Am J Case Rep
39331062,[Periaortic gas and signs of dissection of a mycotic aneurysm in the descending thoracic aorta due to Clostridium septicum].,2025 Mar,"Novoa Usme MM, Atmowihardjo I, Spencker S",Inn Med (Heidelb)
39330913,"Think Vibrio, Think Rare: Non-O1-Non-O139- Vibrio cholerae Bacteremia in Advanced Lung Cancer-A Case Report.",2024 Sep 21,"Marino A, Cacopardo B, Villa L, D'Emilio A, Piro S, Nunnari G",Trop Med Infect Dis
39329506,At-Home Care Versus Total Hospital Care Model for Autologous Stem Cell Transplantation in Adult Lymphoma Patients: A Pilot Case-Control Study.,2024 Sep 27,"Hernández-Aliaga M, Carretero-Márquez C, Peña CJ, Santacatalina-Roig E, Navarro-Martínez R",Cancer Nurs
39328410,Role of circulating T follicular helper subsets following Ty21a immunization and oral challenge with wild type S. Typhi in humans.,2024,"Booth JS, Rapaka RR, McArthur MA, Fresnay S, Darton TC, Blohmke CJ, Jones C, Waddington CS, Levine MM, Pollard AJ, Sztein MB",Front Immunol
39327606,Morphine-induced fever: a case report and review of the literature.,2024 Sep 27,"Zhu L, Zhang Z, Ju H, Wang C, Jiang W",J Med Case Rep
39327218,Preventing Infectious Complications Following Prostate Biopsy: A Systematic Review and Network Meta-analysis of Randomized Controlled Trials of Alternative Approaches to Transrectal Biopsy with Empirical Antibiotic Prophylaxis Therapy.,2024 Sep 25,"Madhavan K, Bhargava P, Phonde A, Yadav S, Kumar Plash S, Kumar Kadlepla Mutt P, Madhavan M, Kaushal D, Jena R",Eur Urol Focus
