PubmedID,Title,Publication Date,Authors,Company
37552747,In Situ Surface-Enhanced Raman Scattering Detection of a SARS-CoV-2 Biomarker Using Flexible and Transparent Polydimethylsiloxane Films with Embedded Au Nanoplates.,2022 Sep 23,"Yue W, Xia Z, Zeng Z, Chen Z, Qiao L, Li P, He Y, Luo X",ACS Appl Nano Mater
37548884,Proteome based analysis of circulating SARS-CoV-2 variants: approach to a universal vaccine candidate.,2023 Dec,"Oladipo EK, Ojo TO, Olufemi SE, Irewolede BA, Adediran DA, Abiala AG, Hezekiah OS, Idowu AF, Oladeji YG, Ikuomola MO, Olayinka AT, Akanbi GO, Idowu UA, Olubodun OA, Odunlami FD, Ogunniran JA, Akinro OP, Adegoke HM, Folakanmi EO, Usman TA, Oladokun EF, Oluwasanya GJ, Awobiyi HO, Oluwasegun JA, Akintibubo SA, Jimah EM",Genes Genomics
37542391,SARS-CoV-2 hijacks neutralizing dimeric IgA for nasal infection and injury in Syrian hamsters(1).,2023 Dec,"Zhou B, Zhou R, Chan JF, Zeng J, Zhang Q, Yuan S, Liu L, Robinot R, Shan S, Liu N, Ge J, Kwong HY, Zhou D, Xu H, Chan CC, Poon VK, Chu H, Yue M, Kwan KY, Chan CY, Chan CC, Chik KK, Du Z, Au KK, Huang H, Man HO, Cao J, Li C, Wang Z, Zhou J, Song Y, Yeung ML, To KK, Ho DD, Chakrabarti LA, Wang X, Zhang L, Yuen KY, Chen Z",Emerg Microbes Infect
37533503,Enablers and Barriers to the Scaling Up of Pneumococcal Conjugate Vaccine in India During the COVID-19 Pandemic: A Qualitative Study.,2023,"Hora R, Ray A, Mehra R, Priya T, Koshal SS, Agrawal P, Kaur A, Quadri SF, Deb Roy A",Health Serv Insights
37530139,The relationship between sublingual immunotherapy for allergic rhinitis and the risk of symptoms in patients with COVID-19 infection.,2023 Aug 1,"Zhang S, Liu C, Liu Q, He X, Fu Q, Chen X, Jin X, Chen Z, Yang X, Zhang Q, Li X",Hum Vaccin Immunother
37521526,"Antiviral and Antibacterial Cold Spray Coating Application on Rubber Substrate, Disruption in Disease Transmission Chain.",2023,"Saha DC, Boegel SJ, Tanvir S, Nogueira CL, Aucoin MG, Anderson WA, Jahed H",J Therm Spray Technol
37521107,The treatment of mild upper respiratory tract infections - a position paper with recommendations for best practice.,2023,"Smith A, Kardos P, Pfaar O, Randerath W, Estrada Riolobos G, Braido F, Sadofsky L",Drugs Context
37520620,A Bayesian predictive analytics model for improving long range epidemic forecasting during an infection wave.,2022 Nov,"da Costa Avelar PH, Del Coco N, Lamb LC, Tsoka S, Cardoso-Silva J",Healthc Anal (N Y)
37519309,Recognizing vaccine wastage in Georgia.,2022 Dec,"Aladashvili G, Nebieridze A, Pkhakadze G, Nadareishvili I",Public Health Chall
37515131,SARS-CoV-2 Inactivation in Aerosol by Means of Radiated Microwaves.,2023 Jun 27,"Manna A, De Forni D, Bartocci M, Pasculli N, Poddesu B, Lista F, De Santis R, Amatore D, Grilli G, Molinari F, Sangiovanni Vincentelli A, Lori F",Viruses
37509793,Cold-Chain-Food-Related COVID-19 Surveillance in Guangzhou between July 2020 and December 2022.,2023 Jul 14,"Chen Z, Li X, Zhou J, Zhou T, Lin T, Xu C, Yu J, Li K, Zhang Z, Zhao W",Foods
37498934,Immunopeptidome profiling of human coronavirus OC43-infected cells identifies CD4 T-cell epitopes specific to seasonal coronaviruses or cross-reactive with SARS-CoV-2.,2023 Jul,"Becerra-Artiles A, Nanaware PP, Muneeruddin K, Weaver GC, Shaffer SA, Calvo-Calle JM, Stern LJ",PLoS Pathog
37473842,Role Of Vaccines Against COVID-19 Pandemic.,2023 Dec,"Mahdi PDBM, Almukhtar DM",SLAS Discov
37453506,Carbon dioxide gasification characteristics of disposable COVID-19 masks using bubbling fluidized bed reactor.,2023 Oct 15,"Nam JY, Tokmurzin D, Yoon SM, Ra HW, Lee JG, Lee DH, Seo MW",Environ Res
37448684,Frequent detection and genotyping of human rhinovirus in SARS-CoV-2 negative patients; a study from south of Iran.,2023 Jun,"Darabi A, Sarshari B, Vahdat K, Mousavi SA, Keshavarz M",Iran J Microbiol
37440807,Human Adenovirus Infection Causing Hyperinflammatory Syndrome Mimicking Multisystem Inflammatory Syndrome in Children (MIS-C): A Case Report.,2023 Jun,"Diwakar K, Sarangi T, Srivastava P, Tanti SK, Swaroop S",Cureus
37440333,"Comparison between levels of Homocysteine, Interleukin-6 and Interleukin-10 in severe cases of Egyptian COVID-19 patients.",2023 Jul,"Abdalwahed WA, Mohammed EF, Shipl WM, Mabrouk FM",Egypt J Immunol
37435150,Safely navigating kidney transplantation during the COVID-19 pandemic: the Singapore General Hospital's experience.,2023 Jun 30,"Tien CS, Liew IT, Ho QY, Thangaraju S, Rahman MBA, Lee C, Leah NCXH, He X, Siew LT, Kee TYS",Korean J Transplant
37427932,Methods for Embedding Cell-Free Protein Synthesis Reactions in Macro-Scale Hydrogels.,2023 Jun 23,"Kavil S, Laverick A, Whitfield CJ, Banks AM, Howard TP",J Vis Exp
37427226,Renal function impairment might be worsened by SARS-CoV-2 virus: a triple critical care disease causing hypoxemia.,2023 Jul,Bereda G,Ann Med Surg (Lond)
37426664,Orchestrated regulation of immune inflammation with cell therapy in pediatric acute liver injury.,2023,"Duan M, Liu X, Yang Y, Zhang Y, Wu R, Lv Y, Lei H",Front Immunol
37426512,Data on steam inhalation in combating CoVid-19.,2022,"Kumar BD, Verma SK, Chaurasia A, Dubey D",Bioinformation
37424001,Estimating the delivery costs of COVID-19 vaccination using the COVID-19 Vaccine Introduction and deployment Costing (CVIC) tool: the Lao People's Democratic Republic experience.,2023 Jul 10,"Yeung KHT, Kim E, Yap WA, Pathammavong C, Franzel L, Park YL, Cowley P, Griffiths UK, Hutubessy RCW",BMC Med
37408615,Contamination and Transmission of SARS-CoV-2 Variants in Cold-Chain Food and Food Packaging.,2023 Jun 2,"Li G, Wang Y, Wang Z, Wang Y, Qi Y, Bai L, Liu Z, Li N",China CDC Wkly
37406281,Analysis of the epidemic situation of the COVID-19 coronavirus infection in Ukraine.,2023 Apr 30,"Podavalenko A, Malysh N, Zadorozhna V, Zhuk K, Zaitseva G, Chorna I",Folia Med Cracov
37399385,Cell surface nucleocapsid protein expression: A betacoronavirus immunomodulatory strategy.,2023 Jul 11,"López-Muñoz AD, Santos JJS, Yewdell JW",Proc Natl Acad Sci U S A
37385125,Identification of chemical constituents of Qingjin Yiqi granules and comparative study on pharmacokinetics of 23 main bioactive components in normal and Lung-Qi deficiency rats by UPLC-MS/MS method.,2023 Jul 15,"Li G, Wang X, Luo L, Zhang H, Song X, Zhang J, Liu D",J Chromatogr B Analyt Technol Biomed Life Sci
37376483,Advances in Alpha Herpes Viruses Vaccines for Human.,2023 Jun 12,"Preda M, Manolescu LSC, Chivu RD",Vaccines (Basel)
37375513,Broad-Spectrum Antivirals against Multiple Human and Animal Coronaviruses Infection.,2023 Jun 11,"Saxena D, Batra L, Verma SK",Pathogens
37366520,Stressed stability and protective efficacy of lead lyophilized formulations of ID93+GLA-SE tuberculosis vaccine.,2023 Jun,"Archer MC, McCollum J, Press C, Dutill TS, Liang H, Fedor D, Kapilow-Cohen L, Gerhardt A, Phan T, Trappler EH, Orr MT, Kramer RM, Fox CB",Heliyon
37363440,Hyperglycemia Associated With Raynaud Phenomenon and Liver Dysfunction After COVID-19 Vaccination in Type 1 Diabetes Mellitus.,2023 Jun 2,"Zavgorodneva Z, Zhang CJ, Bondiuk M, Zahedi T",AACE Clin Case Rep
37362744,Optimal feature selection for COVID-19 detection with CT images enabled by metaheuristic optimization and artificial intelligence.,2023 Mar 20,"Torse DA, Khanai R, Pai K, Iyer S, Mavinkattimath S, Kallimani R, Shahpur S",Multimed Tools Appl
37361070,"Responsive strategies for new normal cold supply chain using greenfield, network optimization, and simulation analysis.",2023 Mar 29,"Maheshwari P, Kamble S, Belhadi A, González-Tejero CB, Jauhar SK",Ann Oper Res
37361064,Offshoring or reshoring: the impact of tax regulations on operations strategies.,2023 May 23,"Wang Z, Cheng F, Chen J, Yao DQ",Ann Oper Res
37360250,"Seasonal correlation of meteorological parameters and PM(2.5) with the COVID-19 confirmed cases and deaths in Baghdad, Iraq.",2023 Aug,"Hashim BM, Al-Naseri SK, Hamadi AM, Mahmood TA, Halder B, Shahid S, Yaseen ZM",Int J Disaster Risk Reduct
37358826,Strigolactones as Broad-Spectrum Antivirals against β-Coronaviruses through Targeting the Main Protease M(pro).,2023 Jul 14,"Biolatti M, Blangetti M, Baggieri M, Marchi A, Gioacchini S, Bajetto G, Arnodo D, Bucci P, Fioravanti R, Kojouri M, Bersani M, D'Arrigo G, Siragusa L, Ghinato S, De Andrea M, Gugliesi F, Albano C, Pasquero S, Visentin I, D'Ugo E, Esposito F, Malune P, Tramontano E, Prandi C, Spyrakis F, Magurano F, Dell'Oste V",ACS Infect Dis
37358372,Respiratory viral infections - impact on sport and exercise medicine.,2023,"Luoto R, Waris M, Valtonen M, Ruuskanen O",Exerc Immunol Rev
37356827,Effect of storage temperatures simulating transport conditions of nasopharyngeal swabs on the results of a chemiluminescence immunoassay (CLIA) to detect severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) antigen.,2023 Jul-Aug,"Kanta P, Ghosh A, Goyal K, Kaur R, Baluni M, Sircar S, Kumar V, Kumar K, Vijay N, Singh MP",Indian J Med Microbiol
37354813,Jingfang granules ameliorate inflammation and immune disorders in mice exposed to low temperature and high humidity by restoring the dysregulation of gut microbiota and fecal metabolites.,2023 Sep,"Li S, Wu J, Cao N, Wang Q, Zhang Y, Yang T, Miao Y, Pan L, Xiao H, Liu M, Sun C, Yao J, Xiao X",Biomed Pharmacother
37353452,Protective immunity induced by an inhaled SARS-CoV-2 subunit vaccine.,2023 Jul 19,"Elder E, Bangalore Revanna C, Johansson C, Wallin RPA, Sjödahl J, Winqvist O, Mirazimi A",Vaccine
37350182,A narrative review of alternative transmission routes of COVID 19: what we know so far.,2023 Dec,"Arienzo A, Gallo V, Tomassetti F, Pitaro N, Pitaro M, Antonini G",Pathog Glob Health
37349687,Demographic and clinical characteristics of human bocavirus-1 infection in patients with acute respiratory tract infections during the COVID-19 pandemic in the Central Province of Sri Lanka.,2023 Jun 22,"Arunasalam S, Pattiyakumbura T, Shihab SR, Muthugala R, Noordeen F",BMC Infect Dis
37342461,"Treatment of the common cold with herbs used in Ayurveda and Jamu: monograph review and the science of ginger, liquorice, turmeric and peppermint.",2023,"Wardani RS, Schellack N, Govender T, Dhulap AN, Utami P, Malve V, Wong YC",Drugs Context
37341939,Investigation of the effects of temperature and relative humidity on the propagation of COVID-19 in different climatic zones.,2023 Jul,"Wang Y, Gong G, Shi X, Huang Y, Deng X",Environ Sci Pollut Res Int
37338856,Viral infections at the animal-human interface-Learning lessons from the SARS-CoV-2 pandemic.,2023 Jul,Brüssow H,Microb Biotechnol
37327212,"Changes in hospitalizations and emergency department respiratory viral diagnosis trends before and during the COVID-19 pandemic in Ontario, Canada.",2023,"Habbous S, Hota S, Allen VG, Henry M, Hellsten E",PLoS One
37324634,Acute myocardial infarction after inactivated COVID-19 vaccination: a case report and literature review.,2023,"Ou W, Wang B, Zhang G, Ding L, Liu Z, Wu K, Sun G, Huang C, Li Z, Feng S, Gao R",Front Cardiovasc Med
37314009,Stability of SARS-CoV-2 and persistence of viral nucleic acids on common foods and widely used packaging material surfaces.,2023 Jun,"Li F, Xu K, Pan Y, Liu P, Zhang J, Yang M, Lei W, Feng Z, Liang Z, Zhang D, Wu G, Wang Q",J Med Virol
37304191,Dynamics and profiles of a degenerated reaction-diffusion host-pathogen model with apparent and inapparent infection period.,2023 Oct,"Wang J, Lu H",Commun Nonlinear Sci Numer Simul
37295422,Targets and cross-reactivity of human T cell recognition of common cold coronaviruses.,2023 Jun 20,"Tarke A, Zhang Y, Methot N, Narowski TM, Phillips E, Mallal S, Frazier A, Filaci G, Weiskopf D, Dan JM, Premkumar L, Scheuermann RH, Sette A, Grifoni A",Cell Rep Med
37288234,Mixed Warm and Cold Autoimmune Hemolytic Anemia With Concomitant Immune Thrombocytopenia Following Recent SARS-CoV-2 Infection and Ongoing Rhinovirus Infection.,2023 May,"Karim F, Amardeep K, Yee A, Berson B, Cook P",Cureus
37285608,Assessing the construction of a Healthy City in China: a conceptual framework and evaluation index system.,2023 Jul,"Zhao M, Qin W, Zhang S, Qi F, Li X, Lan X",Public Health
37282920,[Connotation of Xiao Chaihu Decoction combined with Maxing Shigan Decoction based on severe cases and modern pathophysiological mechanism and application for severe pulmonary infection and acute exacerbation of chronic obstructive pulmonary disease in critical care medicine].,2023 May,Xiong XJ,Zhongguo Zhong Yao Za Zhi
37282692,3 Emergency salvage of time expired clinical corneas during the COVID-19 pandemic.,2022 Nov,"Hogg P, Joseph A, Eagle M, Mason I, Rooney P",BMJ Open Ophthalmol
37274362,Assessment of the Risk and Symptoms of SARS-CoV-2 Infection Among Healthcare Workers During the Omicron Transmission Period: A Multicentric Study from Four Hospitals of Mainland China.,2023,"Chen S, Chen M, Chen Q, Zhang T, Xu B, Tung TH, Shen B, Wu X",Infect Drug Resist
37262366,Intraorbital lymphatic-venous malformation in an adult patient: is sirolimus the key?,2024 Aug,"Ruiz Velasco Santacruz A, Nieva Pascual I, Cifuentes Canorea P, Díaz Ramírez S, Pascual González M",Orbit
37255585,Supply chain planning of vaccine and pharmaceutical clusters under uncertainty: The case of COVID-19.,2023 Jun,"Kochakkashani F, Kayvanfar V, Haji A",Socioecon Plann Sci
37255215,Self-Destructive Structural Color Liquids for Time-Temperature Indicating.,2023 Jun 13,"Huang C, Shang Y, Hua J, Yin Y, Du X",ACS Nano
37252835,NHGNN-DTA: a node-adaptive hybrid graph neural network for interpretable drug-target binding affinity prediction.,2023 Jun 1,"He H, Chen G, Chen CY",Bioinformatics
37251535,Optimizing the COVID-19 cold chain vaccine distribution network with medical waste management: A robust optimization approach.,2023 Nov 1,"Ensar Işık E, Topaloglu Yildiz S",Expert Syst Appl
37251383,Inflammasomes: a rising star on the horizon of COVID-19 pathophysiology.,2023,"Wang M, Yu F, Chang W, Zhang Y, Zhang L, Li P",Front Immunol
37243060,"Multisystem Inflammatory Syndrome in Children (MIS-C), Possibly Due to COVID-19 mRNA Vaccination.",2023 May 6,"Keka-Sylaj A, Ramosaj A, Baloku A, Zogaj L, Gjaka P",Vaccines (Basel)
37242591,Microneedles: An Emerging Vaccine Delivery Tool and a Prospective Solution to the Challenges of SARS-CoV-2 Mass Vaccination.,2023 Apr 27,"Feng YX, Hu H, Wong YY, Yao X, He ML",Pharmaceutics
37234399,Dry loop-mediated isothermal amplification assay for detection of SARS-CoV-2 from clinical specimens.,2023 May,"Higashimoto Y, Ihira M, Kawamura Y, Inaba M, Shirato K, Suzuki T, Hasegawa H, Kageyama T, Doi Y, Hata T, Yoshikawa T",Fujita Med J
37233189,Substance Use-Associated Mortality among Heart Donors after the COVID-19 National Emergency Increased but Did Not Affect Peri-Transplant Outcomes.,2023 May 20,"Fraser M, Nzemenoh B, Jackson S, Chaikijurajai T, Halmosi R, Toth K, Khan WJ, Alexy T",J Cardiovasc Dev Dis
37220529,Monkeypox vaccination in the global south: Fighting a war without a weapon.,2023 Jul-Aug,"Ogunkola IO, Abiodun OE, Bale BI, Elebesunu EE, Ujam SB, Umeh IC, Tom-James M, Musa SS, Manirambona E, Evardone SB, Lucero-Prisno DE 3rd",Clin Epidemiol Glob Health
37215095,Evidence for broad cross-reactivity of the SARS-CoV-2 NSP12-directed CD4(+) T-cell response with pre-primed responses directed against common cold coronaviruses.,2023,"Westphal T, Mader M, Karsten H, Cords L, Knapp M, Schulte S, Hermanussen L, Peine S, Ditt V, Grifoni A, Addo MM, Huber S, Sette A, Lütgehetmann M, Pischke S, Kwok WW, Sidney J, Schulze Zur Wiesch J",Front Immunol
37203114,The impact of meteorological factors on the spread of COVID-19.,2023 Apr,"Topaloglu MS, Sogut O, Az A, Ergenc H, Akdemir T, Dogan Y",Niger J Clin Pract
37197288,Treatment of COVID-19 symptoms with over the counter (OTC) medicines used for treatment of common cold and flu.,2023 Jul,"Eccles R, Boivin G, Cowling BJ, Pavia A, Selvarangan R",Clin Infect Pract
37186902,Potential use of endemic human coronaviruses to stimulate immunity against pathogenic SARS-CoV-2 and its variants.,2023 Dec,"Shamabadi NS, Bagasra AB, Pawar S, Bagasra O",Libyan J Med
37153598,Pre-pandemic SARS-CoV-2-specific IFN-γ and antibody responses were low in Ugandan samples and significantly reduced in HIV-positive specimens.,2023,"Nantambi H, Sembera J, Ankunda V, Ssali I, Kalyebi AW, Oluka GK, Kato L, Ubaldo B, Kibengo F, Katende JS, Gombe B, Baine C, Odoch G, Mugaba S, Sande OJ, COVID-19 Immunoprofiling Team, Kaleebu P, Serwanga J",Front Immunol
37153150,Stability of SARS-CoV-2 in cold-chain transportation environments and the efficacy of disinfection measures.,2023,"Peng S, Li G, Lin Y, Guo X, Xu H, Qiu W, Zhu H, Zheng J, Sun W, Hu X, Zhang G, Li B, Pathak JL, Bi X, Dai J",Front Cell Infect Microbiol
37152732,COVID-19 vaccines based on viral nanoparticles displaying a conserved B-cell epitope show potent immunogenicity and a long-lasting antibody response.,2023,"Affonso de Oliveira JF, Zhao Z, Xiang Y, Shin MD, Villaseñor KE, Deng X, Shukla S, Chen S, Steinmetz NF",Front Microbiol
37146814,Tracking changes in atmospheric particulate matter at a semi-urban site in Central France over the past decade.,2023 Aug 10,"Jiao Y, Ren Y, Laroussi W, Robin C, De Filippis A, Bordier F, Rangognio J, Yahyaoui A, Favez O, Mellouki A",Sci Total Environ
37131278,Geographic and Temporal Trends in COVID-Associated Acute Kidney Injury in the National COVID Cohort Collaborative.,2023 Aug 1,"Yoo YJ, Wilkins KJ, Alakwaa F, Liu F, Torre-Healy LA, Krichevsky S, Hong SS, Sakhuja A, Potu CK, Saltz JH, Saran R, Zhu RL, Setoguchi S, Kane-Gill SL, Mallipattu SK, He Y, Ellison DH, Byrd JB, Parikh CR, Moffitt RA, Koraishy FM, N3C and RECOVER Consortia",Clin J Am Soc Nephrol
37125936,Macro-analysis of climatic factors for COVID-19 pandemic based on Köppen-Geiger climate classification.,2023 May 1,"Chen F, Chen S, Huang H, Deng Y, Yang W",Chaos
37121671,"A Nosocomial Outbreak Caused by Human Rhinovirus Species A Type 61 in a Welfare Facility in Gunma Prefecture, Japan.",2023 Jul 24,"Shimada R, Tsukagoshi H, Kubota R, Shinoda D, Shinohara Y, Saito A, Inoue F, Endo T, Saruki N",Jpn J Infect Dis
37121285,Spatiotemporal characteristics and socioeconomic factors of PM(2.5) heterogeneity in mainland China during the COVID-19 epidemic.,2023 Aug,"Jia H, Zang S, Zhang L, Yakovleva E, Sun H, Sun L",Chemosphere
37119254,Mixed autoimmune haemolytic anaemia in a COVID-19 patient.,2023 Apr,"Mohd Shukri N, Ab Aziz NAFAA",Malays J Pathol
37118289,Signs of immunosenescence correlate with poor outcome of mRNA COVID-19 vaccination in older adults.,2022 Oct,"Palacios-Pedrero MÁ, Jansen JM, Blume C, Stanislawski N, Jonczyk R, Molle A, Hernandez MG, Kaiser FK, Jung K, Osterhaus ADME, Rimmelzwaan GF, Saletti G",Nat Aging
37112952,Liposomal Lactoferrin Exerts Antiviral Activity against HCoV-229E and SARS-CoV-2 Pseudoviruses In Vitro.,2023 Apr 15,"Andreu S, Ripa I, Bello-Morales R, López-Guerrero JA",Viruses
37112903,Identification of B-Cell Linear Epitopes in the Nucleocapsid (N) Protein B-Cell Linear Epitopes Conserved among the Main SARS-CoV-2 Variants.,2023 Apr 6,"Rodrigues-da-Silva RN, Conte FP, da Silva G, Carneiro-Alencar AL, Gomes PR, Kuriyama SN, Neto AAF, Lima-Junior JC",Viruses
37112805,Rhinovirus-A True Respiratory Threat or a Common Inconvenience of Childhood?,2023 Mar 24,"Ljubin-Sternak S, Meštrović T",Viruses
37104856,COVID-19 vaccination telephone outreach: an analysis of the medical student experience.,2023 Dec,"Wu JF, Abenoza N, Bosco JM, Minshew LM, Beckius A, Kastner M, Hilgeman B, Muntz MD",Med Educ Online
37104066,Hospital Catchment Areas Characteristics and Geographic Regions Associated With Higher COVID-19 Veterans Health Administration Hospitalization During the Omicron Surge.,2023 Sep-Oct 01,"Wong MS, Frochen S, Steers WN, Washington DL",J Public Health Manag Pract
37100972,mRNA vaccination in breast cancer: current progress and future direction.,2023 Sep,"Jiang XT, Liu Q",J Cancer Res Clin Oncol
37095347,A microneedle vaccine printer for thermostable COVID-19 mRNA vaccines.,2024 Mar,"Vander Straeten A, Sarmadi M, Daristotle JL, Kanelli M, Tostanoski LH, Collins J, Pardeshi A, Han J, Varshney D, Eshaghi B, Garcia J, Forster TA, Li G, Menon N, Pyon SL, Zhang L, Jacob-Dolan C, Powers OC, Hall K, Alsaiari SK, Wolf M, Tibbitt MW, Farra R, Barouch DH, Langer R, Jaklenec A",Nat Biotechnol
37092817,The Environmental Stability of SARS-CoV-2 Variants Omicron BA.1 and BA.5 on the Surfaces of Widely Used Transport Packaging Materials.,2023 Jun 15,"Wang B, Chen L, Sui H, Dong X, Huang H, Wang X, Xiao Y, Xiao X, Wu C, Gao H, Shu Y, Ren L, Wang J",Microbiol Spectr
37085185,Assessment of Functional and Physical Performances of Pre-filled Syringes in Deep Cold Storage Conditions.,2023 Jul-Aug,"Perrin E, Rodriguez N, Van Meter KE, Lehee G, Krick BA, Chabert E",PDA J Pharm Sci Technol
37070448,Emerging Treatment Approaches for COVID-19 Infection: A Critical Review.,2024,"Bharadwaj A, Kaur R, Gupta S",Curr Mol Med
37064617,Impact of thermal comfort on online learning performance.,2023 May 15,"Wong LT, Chan MT, Zhang D, Mui KW",Build Environ
37054960,ICD2Vec: Mathematical representation of diseases.,2023 May,"Lee YC, Jung SH, Kumar A, Shim I, Song M, Kim MS, Kim K, Myung W, Park WY, Won HH",J Biomed Inform
37051059,Effects of post-acute COVID-19 syndrome on the functional brain networks of non-hospitalized individuals.,2023,"Churchill NW, Roudaia E, Chen JJ, Gilboa A, Sekuler A, Ji X, Gao F, Lin Z, Jegatheesan A, Masellis M, Goubran M, Rabin JS, Lam B, Cheng I, Fowler R, Heyn C, Black SE, MacIntosh BJ, Graham SJ, Schweizer TA",Front Neurol
37044126,"Case-Control Study of Long COVID, Sapporo, Japan.",2023 May,"Asakura T, Kimura T, Kurotori I, Kenichi K, Hori M, Hosogawa M, Saijo M, Nakanishi K, Iso H, Tamakoshi A",Emerg Infect Dis
37041936,Early-phase pandemic in Italy: Covid-19 spread determinant factors.,2023 Apr,"Urso P, Cattaneo A, Pulvirenti S, Vercelli F, Cavallo DM, Carrer P",Heliyon
37040185,Cytokine storm-based mechanisms for extrapulmonary manifestations of SARS-CoV-2 infection.,2023 May 22,"Del Nogal Avila M, Das R, Kharlyngdoh J, Molina-Jijon E, Donoro Blazquez H, Gambut S, Crowley M, Crossman DK, Gbadegesin RA, Chugh SS, Chugh SS, Avila-Casado C, Macé C, Clement LC, Chugh SS",JCI Insight
37024912,Lessons learned to improve COVID-19 response in communities with greatest socio-economic vulnerabilities.,2023 Apr 6,"Sheikhattari P, Barsha RAA, Shaffer E, Bhuyan I, Elliott B",BMC Public Health
37020560,Architecture of the SARS-CoV-2-specific T cell repertoire.,2023,"Zornikova KV, Sheetikov SA, Rusinov AY, Iskhakov RN, Bogolyubova AV",Front Immunol
37003085,Management of patients with advanced prostate cancer-metastatic and/or castration-resistant prostate cancer: Report of the Advanced Prostate Cancer Consensus Conference (APCCC) 2022.,2023 May,"Gillessen S, Bossi A, Davis ID, de Bono J, Fizazi K, James ND, Mottet N, Shore N, Small E, Smith M, Sweeney CJ, Tombal B, Antonarakis ES, Aparicio AM, Armstrong AJ, Attard G, Beer TM, Beltran H, Bjartell A, Blanchard P, Briganti A, Bristow RG, Bulbul M, Caffo O, Castellano D, Castro E, Cheng HH, Chi KN, Chowdhury S, Clarke CS, Clarke N, Daugaard G, De Santis M, Duran I, Eeles R, Efstathiou E, Efstathiou J, Ekeke ON, Evans CP, Fanti S, Feng FY, Fonteyne V, Fossati N, Frydenberg M, George D, Gleave M, Gravis G, Halabi S, Heinrich D, Herrmann K, Higano C, Hofman MS, Horvath LG, Hussain M, Jereczek-Fossa BA, Jones R, Kanesvaran R, Kellokumpu-Lehtinen PL, Khauli RB, Klotz L, Kramer G, Leibowitz R, Logothetis C, Mahal B, Maluf F, Mateo J, Matheson D, Mehra N, Merseburger A, Morgans AK, Morris MJ, Mrabti H, Mukherji D, Murphy DG, Murthy V, Nguyen PL, Oh WK, Ost P, O'Sullivan JM, Padhani AR, Pezaro CJ, Poon DMC, Pritchard CC, Rabah DM, Rathkopf D, Reiter RE, Rubin MA, Ryan CJ, Saad F, Sade JP, Sartor O, Scher HI, Sharifi N, Skoneczna I, Soule H, Spratt DE, Srinivas S, Sternberg CN, Steuber T, Suzuki H, Sydes MR, Taplin ME, Tilki D, Türkeri L, Turco F, Uemura H, Uemura H, Ürün Y, Vale CL, van Oort I, Vapiwala N, Walz J, Yamoah K, Ye D, Yu EY, Zapatero A, Zilli T, Omlin A",Eur J Cancer
36992374,Burden of Influenza and Respiratory Syncytial Viruses in Suspected COVID-19 Patients: A Cross-Sectional and Meta-Analysis Study.,2023 Mar 1,"Costa VGD, Gomes AJC, Bittar C, Geraldini DB, Previdelli da Conceição PJ, Cabral ÁS, Carvalho T, Biselli JM, Provazzi PJS, Campos GRF, Sanches PRDS, Costa PI, Nogueira ML, Araujo JP Jr, Spilki FR, Calmon MF, Rahal P",Viruses
36992261,Immunogenicity of COVID-eVax Delivered by Electroporation Is Moderately Impacted by Temperature and Molecular Isoforms.,2023 Mar 16,"D'Alessio F, Lione L, Salvatori E, Bucci F, Muzi A, Roscilli G, Compagnone M, Pinto E, Battistuzzi G, Conforti A, Aurisicchio L, Palombo F",Vaccines (Basel)
36988964,Cold Virus Provided Cross-reactivity Against SARS-CoV-2 in Children.,2023 Apr 18,Harris E,JAMA
36978671,Inactivation of SARS-CoV-2 on Surfaces by Cold-Plasma-Generated Reactive Species.,2023 Feb 21,"Thomas SV, Dienger-Stambaugh K, Jordan M, Wang Y, Hammonds J, Spearman P, Shi D",Bioengineering (Basel)
36978112,Host-mediated RNA editing in viruses.,2023 Mar 28,"Zhu T, Niu G, Zhang Y, Chen M, Li CY, Hao L, Zhang Z",Biol Direct
36975326,Application of Hybrid Swarming Algorithm on a UAV Regional Logistics Distribution.,2023 Feb 27,"Zhang Y, Yu H",Biomimetics (Basel)
36974843,Health Status and Management Practices of Home Isolated COVID-19 Adult Patients.,2023 Mar 9,"Parajuli K, Silwal S, Acharya A, Poudyal A, Dhakal N, Pandey A, Neupane T, Bista B, Dhimal M, Gyanwali P",J Nepal Health Res Counc
36971473,Protein Tyrosine Phosphatases: Mighty oaks from little acorns grow.,2023 Apr,Tonks NK,IUBMB Life
36971276,Comparison of aerosol generation between electrocautery and cold dissection tonsillectomy.,2023 Jul,"Sanmark E, Rantanen N, Oksanen LM, Tuhkuri Matvejeff A, Möller R, Geneid A",J Laryngol Otol
36970571,"Surveillance of endemic coronaviruses during the COVID-19 pandemic in Iran, 2021-2022.",2023 Mar,"Karami H, Sadeghi K, Zadheidar S, Saadatmand F, Mirsalehi N, Ardestani NH, Kalantari S, Farahmand M, Yavarian J, Mokhtari-Azad T",Influenza Other Respir Viruses
36970043,Screening visual environment impact factors and the restorative effect of four visual environment components in large-space alternative care facilities.,2023 May 1,"Zeng X, Luo P, Wang T, Wang H, Shen X",Build Environ
